timestamp,machine_id,material_category,material_name,quantity_used_kg,recycled_material,energy_consumption_kwh,production_output_units,defect_rate,energy_intensity_kwh_per_unit,estimated_defective_units,material_efficiency_units_per_kg
2025-05-28 07:15:00,M004,Recycled Material,Scrap Steel,83.19,31.56,87.81,419,4.03,0.20957040572792363,16.8857,5.036663060463998
2025-05-28 07:20:00,M005,Raw Material,Cotton,73.66,0.0,147.73,772,1.44,0.191360103626943,11.116800000000001,10.480586478414336
2025-05-28 07:25:00,M001,Intermediate Material,Plastic Resin,123.96,0.0,143.67,114,1.94,1.2602631578947368,2.2116,0.9196515004840271
2025-05-28 07:30:00,M004,Intermediate Material,Textiles,159.5,0.0,172.78,636,4.46,0.27166666666666667,28.3656,3.987460815047022
2025-05-28 07:35:00,M005,Raw Material,Steel,194.04,0.0,134.73,952,0.95,0.14152310924369746,9.044,4.9062049062049065
2025-05-28 07:40:00,M001,Intermediate Material,Textiles,122.68,0.0,154.29,203,2.65,0.7600492610837438,5.379499999999999,1.6547114444082165
2025-05-28 07:45:00,M007,Recycled Material,Scrap Steel,132.78,23.8,163.76,587,1.08,0.2789778534923339,6.339600000000001,4.420846513029071
2025-05-28 07:50:00,M002,Recycled Material,Scrap Steel,117.11,30.48,138.84,523,4.63,0.26546845124282986,24.214899999999997,4.46588677311929
2025-05-28 07:55:00,M002,Raw Material,Steel,195.42,0.0,156.47,767,4.07,0.2040026075619296,31.2169,3.9248797461876985
2025-05-28 08:00:00,M008,Process Additive,Industrial Oil,50.24,0.0,162.68,156,0.31,1.0428205128205128,0.4836,3.105095541401274
2025-05-28 08:05:00,M004,Intermediate Material,Plastic Resin,144.46,0.0,162.69,507,1.91,0.320887573964497,9.6837,3.5096220407033085
2025-05-28 08:10:00,M002,Hazardous Material,Lead-Based Alloy,106.69,0.0,80.39,446,3.93,0.18024663677130046,17.5278,4.1803355515980885
2025-05-28 08:15:00,M008,Raw Material,Steel,124.94,0.0,179.52,202,0.03,0.8887128712871287,0.060599999999999994,1.6167760525052026
2025-05-28 08:20:00,M003,Intermediate Material,Sheet Metal,158.74,0.0,100.31,505,2.8,0.19863366336633664,14.14,3.181302759228928
2025-05-28 08:25:00,M004,Hazardous Material,Lead-Based Alloy,97.79,0.0,181.38,136,0.61,1.3336764705882354,0.8295999999999999,1.3907352490029654
2025-05-28 08:30:00,M002,Hazardous Material,Lead-Based Alloy,160.09,0.0,147.96,908,1.34,0.16295154185022026,12.167200000000001,5.671809607096009
2025-05-28 08:35:00,M010,Raw Material,Steel,167.43,0.0,189.91,546,3.08,0.3478205128205128,16.8168,3.261064325389715
2025-05-28 08:40:00,M008,Raw Material,Steel,175.82,0.0,93.19,728,1.52,0.12800824175824174,11.0656,4.140598339210556
2025-05-28 08:45:00,M002,Recycled Material,Scrap Steel,175.39,27.93,169.24,471,0.56,0.35932059447983017,2.6376000000000004,2.6854438679514225
2025-05-28 08:50:00,M007,Process Additive,Industrial Oil,186.82,0.0,190.05,437,2.53,0.43489702517162476,11.056099999999999,2.339149983941762
2025-05-28 08:55:00,M007,Raw Material,Cotton,116.91,0.0,93.03,995,2.42,0.09349748743718593,24.079,8.510820289111283
2025-05-28 09:00:00,M003,Process Additive,Coolant,178.07,0.0,174.4,709,1.95,0.2459802538787024,13.8255,3.981580277418993
2025-05-28 09:05:00,M006,Raw Material,Aluminum,155.92,0.0,190.83,260,4.51,0.7339615384615386,11.725999999999999,1.667521806054387
2025-05-28 09:10:00,M002,Hazardous Material,Lead-Based Alloy,187.39,0.0,180.06,369,3.18,0.48796747967479676,11.734200000000001,1.9691552377394739
2025-05-28 09:15:00,M001,Process Additive,Catalyst,119.99,0.0,121.43,957,4.85,0.1268861024033438,46.4145,7.975664638719894
2025-05-28 09:20:00,M001,Intermediate Material,Plastic Resin,71.25,0.0,110.22,885,0.69,0.12454237288135593,6.1065,12.421052631578947
2025-05-28 09:25:00,M004,Intermediate Material,Plastic Resin,76.92,0.0,93.84,574,3.15,0.1634843205574913,18.081,7.462298491939677
2025-05-28 09:30:00,M005,Hazardous Material,Solvent,124.66,0.0,94.99,802,4.81,0.11844139650872818,38.5762,6.4334991175998715
2025-05-28 09:35:00,M003,Raw Material,Aluminum,52.49,0.0,90.81,311,3.08,0.29199356913183283,9.5788,5.924938083444466
2025-05-28 09:40:00,M003,Raw Material,Aluminum,65.88,0.0,142.88,560,2.13,0.2551428571428571,11.927999999999999,8.500303582270796
2025-05-28 09:45:00,M008,Process Additive,Coolant,127.71,0.0,100.07,622,3.73,0.16088424437299034,23.200599999999998,4.870409521572313
2025-05-28 09:50:00,M009,Raw Material,Cotton,186.8,0.0,153.79,144,4.61,1.067986111111111,6.638400000000001,0.7708779443254817
2025-05-28 09:55:00,M005,Hazardous Material,Solvent,84.56,0.0,163.76,495,2.09,0.3308282828282828,10.3455,5.853831598864711
2025-05-28 10:00:00,M008,Recycled Material,Scrap Steel,135.15,1.58,98.8,911,3.55,0.1084522502744237,32.3405,6.740658527561968
2025-05-28 10:05:00,M007,Finished Material,Machine Component,176.65,0.0,151.79,752,0.21,0.20184840425531914,1.5792,4.257005377865836
2025-05-28 10:10:00,M008,Raw Material,Cotton,94.67,0.0,199.72,435,4.32,0.4591264367816092,18.792,4.594908629977818
2025-05-28 10:15:00,M006,Finished Material,Packaging,177.31,0.0,167.95,516,1.72,0.32548449612403096,8.8752,2.9101573515312165
2025-05-28 10:20:00,M008,Finished Material,Circuit Board,86.77,0.0,177.83,748,2.25,0.23774064171122997,16.83,8.620490953094388
2025-05-28 10:25:00,M006,Intermediate Material,Plastic Resin,75.1,0.0,140.24,695,1.06,0.20178417266187051,7.367000000000001,9.254327563249001
2025-05-28 10:30:00,M003,Hazardous Material,Solvent,165.46,0.0,97.52,901,3.88,0.10823529411764705,34.958800000000004,5.445424876102986
2025-05-28 10:35:00,M008,Recycled Material,Reprocessed Plastics,194.13,12.85,168.04,746,1.45,0.22525469168900802,10.817,3.8427857621181682
2025-05-28 10:40:00,M008,Process Additive,Catalyst,165.57,0.0,114.76,538,3.44,0.2133085501858736,18.5072,3.2493809264963462
2025-05-28 10:45:00,M006,Finished Material,Machine Component,147.15,0.0,102.69,847,0.15,0.1212396694214876,1.2705,5.756031260618417
2025-05-28 10:50:00,M001,Intermediate Material,Textiles,65.02,0.0,116.03,493,2.08,0.2353549695740365,10.2544,7.582282374653953
2025-05-28 10:55:00,M010,Process Additive,Coolant,184.87,0.0,104.15,666,0.86,0.15638138138138138,5.7276,3.6025315086276843
2025-05-28 11:00:00,M004,Intermediate Material,Sheet Metal,95.85,0.0,194.77,840,1.22,0.23186904761904764,10.248,8.763693270735525
2025-05-28 11:05:00,M006,Recycled Material,Reprocessed Plastics,127.2,8.1,95.9,879,2.62,0.10910125142207054,23.0298,6.910377358490566
2025-05-28 11:10:00,M007,Process Additive,Coolant,150.63,0.0,116.39,749,0.74,0.15539385847797063,5.5426,4.972449047334528
2025-05-28 11:15:00,M001,Intermediate Material,Textiles,142.21,0.0,80.09,306,1.16,0.2617320261437909,3.5496,2.151747415793545
2025-05-28 11:20:00,M008,Finished Material,Machine Component,60.98,0.0,153.38,474,3.36,0.32358649789029537,15.9264,7.773040341095442
2025-05-28 11:25:00,M008,Raw Material,Steel,187.13,0.0,185.2,217,4.63,0.8534562211981567,10.047099999999999,1.1596216533960348
2025-05-28 11:30:00,M006,Finished Material,Packaging,66.19,0.0,125.65,257,1.06,0.4889105058365759,2.7242,3.882761746487385
2025-05-28 11:35:00,M006,Intermediate Material,Textiles,91.0,0.0,145.86,215,1.79,0.6784186046511629,3.8485,2.3626373626373627
2025-05-28 11:40:00,M008,Finished Material,Machine Component,100.68,0.0,149.22,165,1.88,0.9043636363636364,3.102,1.6388557806912991
2025-05-28 11:45:00,M010,Recycled Material,Reprocessed Plastics,53.4,44.35,178.43,720,3.77,0.24781944444444445,27.144000000000002,13.483146067415731
2025-05-28 11:50:00,M003,Raw Material,Polypropylene,59.65,0.0,158.66,718,2.78,0.220974930362117,19.9604,12.03688181056161
2025-05-28 11:55:00,M002,Raw Material,Steel,146.67,0.0,182.6,401,1.1,0.45536159600997506,4.4110000000000005,2.734028772073362
2025-05-28 12:00:00,M001,Intermediate Material,Plastic Resin,123.22,0.0,96.6,114,3.39,0.8473684210526315,3.8646000000000003,0.9251744846615809
2025-05-28 12:05:00,M006,Recycled Material,Reprocessed Plastics,71.91,32.16,155.42,666,0.04,0.23336336336336336,0.2664,9.261576971214017
2025-05-28 12:10:00,M009,Intermediate Material,Plastic Resin,179.53,0.0,192.11,992,1.97,0.1936592741935484,19.5424,5.525538907146438
2025-05-28 12:15:00,M008,Recycled Material,Scrap Steel,154.25,5.02,117.13,181,3.73,0.6471270718232044,6.7513,1.173419773095624
2025-05-28 12:20:00,M008,Process Additive,Industrial Oil,178.93,0.0,140.35,973,4.4,0.14424460431654676,42.812000000000005,5.43788073548315
2025-05-28 12:25:00,M008,Raw Material,Polypropylene,66.32,0.0,182.06,290,2.16,0.6277931034482759,6.264000000000001,4.372738238841979
2025-05-28 12:30:00,M005,Intermediate Material,Textiles,83.11,0.0,175.29,786,4.97,0.22301526717557252,39.0642,9.457345686439659
2025-05-28 12:35:00,M005,Finished Material,Machine Component,183.29,0.0,113.75,303,2.53,0.37541254125412543,7.665899999999999,1.6531180097113864
2025-05-28 12:40:00,M004,Finished Material,Packaging,180.81,0.0,87.59,609,1.5,0.14382594417077177,9.135,3.368176538908246
2025-05-28 12:45:00,M003,Finished Material,Packaging,158.94,0.0,179.97,418,4.36,0.43055023923444974,18.224800000000002,2.62992324147477
2025-05-28 12:50:00,M006,Hazardous Material,Solvent,148.5,0.0,111.15,671,3.95,0.16564828614008942,26.504500000000004,4.518518518518518
2025-05-28 12:55:00,M005,Recycled Material,Reprocessed Plastics,70.04,25.41,150.73,920,4.12,0.16383695652173913,37.904,13.135351227869787
2025-05-28 13:00:00,M005,Process Additive,Catalyst,118.74,0.0,147.67,703,2.72,0.2100568990042674,19.1216,5.920498568300489
2025-05-28 13:05:00,M003,Process Additive,Coolant,101.72,0.0,115.41,845,3.26,0.13657988165680474,27.546999999999997,8.307117577664176
2025-05-28 13:10:00,M005,Intermediate Material,Sheet Metal,53.2,0.0,93.53,751,2.96,0.12454061251664447,22.2296,14.116541353383457
2025-05-28 13:15:00,M007,Raw Material,Steel,164.16,0.0,180.42,556,2.63,0.3244964028776978,14.6228,3.3869395711500974
2025-05-28 13:20:00,M005,Process Additive,Industrial Oil,134.88,0.0,180.35,132,3.61,1.3662878787878787,4.7652,0.9786476868327403
2025-05-28 13:25:00,M008,Finished Material,Packaging,131.96,0.0,126.12,231,4.88,0.545974025974026,11.2728,1.750530463776902
2025-05-28 13:30:00,M007,Hazardous Material,Lead-Based Alloy,177.44,0.0,105.79,680,1.69,0.15557352941176472,11.492,3.832281334535618
2025-05-28 13:35:00,M004,Finished Material,Circuit Board,54.88,0.0,160.6,230,3.27,0.6982608695652174,7.521,4.190962099125365
2025-05-28 13:40:00,M006,Intermediate Material,Textiles,100.2,0.0,159.05,987,3.2,0.16114488348530903,31.584,9.850299401197605
2025-05-28 13:45:00,M007,Finished Material,Circuit Board,118.16,0.0,178.67,784,3.73,0.22789540816326528,29.2432,6.6350710900473935
2025-05-28 13:50:00,M002,Intermediate Material,Plastic Resin,73.72,0.0,123.46,836,4.2,0.14767942583732058,35.112,11.34020618556701
2025-05-28 13:55:00,M001,Raw Material,Aluminum,199.97,0.0,168.57,219,0.31,0.7697260273972603,0.6789000000000001,1.0951642746411963
2025-05-28 14:00:00,M006,Raw Material,Cotton,85.64,0.0,104.75,670,0.98,0.15634328358208954,6.566,7.823446987389071
2025-05-28 14:05:00,M003,Process Additive,Catalyst,144.8,0.0,94.92,188,1.7,0.5048936170212766,3.1959999999999997,1.298342541436464
2025-05-28 14:10:00,M010,Process Additive,Coolant,83.04,0.0,139.46,660,2.38,0.21130303030303033,15.708,7.9479768786127165
2025-05-28 14:15:00,M008,Raw Material,Aluminum,98.55,0.0,162.09,723,1.08,0.2241908713692946,7.808400000000001,7.3363774733637745
2025-05-28 14:20:00,M009,Finished Material,Packaging,62.57,0.0,86.77,458,3.92,0.1894541484716157,17.953599999999998,7.319801821959405
2025-05-28 14:25:00,M005,Hazardous Material,Lead-Based Alloy,99.62,0.0,99.09,595,1.06,0.16653781512605043,6.307,5.972696245733788
2025-05-28 14:30:00,M007,Process Additive,Industrial Oil,151.0,0.0,104.25,227,2.15,0.4592511013215859,4.8805,1.5033112582781456
2025-05-28 14:35:00,M003,Raw Material,Aluminum,190.0,0.0,130.48,646,3.31,0.2019814241486068,21.382600000000004,3.4
2025-05-28 14:40:00,M008,Hazardous Material,Solvent,72.98,0.0,163.36,592,1.65,0.27594594594594596,9.767999999999999,8.111811455193203
2025-05-28 14:45:00,M006,Intermediate Material,Plastic Resin,148.6,0.0,174.82,148,3.47,1.181216216216216,5.1356,0.9959623149394348
2025-05-28 14:50:00,M008,Finished Material,Machine Component,55.42,0.0,126.06,730,2.96,0.17268493150684933,21.608,13.172140021652833
2025-05-28 14:55:00,M003,Finished Material,Packaging,97.06,0.0,182.63,505,2.59,0.36164356435643563,13.079499999999998,5.202967236760767
2025-05-28 15:00:00,M010,Process Additive,Coolant,61.81,0.0,114.28,685,1.18,0.16683211678832116,8.083,11.082349134444264
2025-05-28 15:05:00,M002,Raw Material,Steel,97.98,0.0,170.81,824,2.71,0.20729368932038836,22.3304,8.409879567258624
2025-05-28 15:10:00,M005,Raw Material,Aluminum,108.03,0.0,181.16,201,2.59,0.9012935323383084,5.205899999999999,1.8605942793668426
2025-05-28 15:15:00,M007,Finished Material,Packaging,148.45,0.0,81.17,351,3.75,0.23125356125356125,13.1625,2.364432468844729
2025-05-28 15:20:00,M007,Intermediate Material,Sheet Metal,84.63,0.0,124.32,225,2.75,0.5525333333333333,6.1875,2.6586316908897554
2025-05-28 15:25:00,M003,Intermediate Material,Textiles,148.88,0.0,131.3,462,1.99,0.28419913419913423,9.1938,3.1031703385276734
2025-05-28 15:30:00,M004,Finished Material,Circuit Board,175.48,0.0,168.16,346,4.0,0.4860115606936416,13.84,1.9717346706177343
2025-05-28 15:35:00,M009,Recycled Material,Scrap Steel,147.2,14.55,114.7,429,4.77,0.26736596736596735,20.4633,2.914402173913044
2025-05-28 15:40:00,M005,Intermediate Material,Sheet Metal,50.6,0.0,157.49,901,1.68,0.17479467258601555,15.1368,17.806324110671937
2025-05-28 15:45:00,M008,Finished Material,Machine Component,120.33,0.0,114.92,763,4.44,0.15061598951507207,33.8772,6.340895869691681
2025-05-28 15:50:00,M007,Finished Material,Machine Component,180.17,0.0,140.17,199,2.01,0.7043718592964824,3.9998999999999993,1.1045124049508799
2025-05-28 15:55:00,M004,Intermediate Material,Plastic Resin,83.25,0.0,174.23,348,3.53,0.5006609195402298,12.284399999999998,4.18018018018018
2025-05-28 16:00:00,M004,Raw Material,Polypropylene,118.51,0.0,122.38,804,2.53,0.1522139303482587,20.3412,6.784237617078727
2025-05-28 16:05:00,M007,Recycled Material,Scrap Steel,117.98,2.92,179.27,987,1.68,0.18163120567375887,16.581599999999998,8.365824716053568
2025-05-28 16:10:00,M008,Finished Material,Machine Component,114.15,0.0,85.35,495,2.88,0.17242424242424242,14.255999999999998,4.336399474375821
2025-05-28 16:15:00,M006,Raw Material,Polypropylene,156.78,0.0,131.18,148,2.1,0.8863513513513513,3.108,0.943997958923332
2025-05-28 16:20:00,M010,Recycled Material,Reprocessed Plastics,101.92,42.37,105.1,494,3.82,0.21275303643724694,18.8708,4.846938775510204
2025-05-28 16:25:00,M005,Recycled Material,Reprocessed Plastics,179.85,32.43,111.16,284,3.36,0.39140845070422536,9.5424,1.5790936891854324
2025-05-28 16:30:00,M001,Finished Material,Machine Component,79.32,0.0,132.31,390,2.57,0.33925641025641023,10.023,4.9167927382753405
2025-05-28 16:35:00,M004,Process Additive,Catalyst,168.14,0.0,126.53,107,0.03,1.1825233644859814,0.0321,0.6363744498632092
2025-05-28 16:40:00,M002,Hazardous Material,Lead-Based Alloy,51.16,0.0,141.64,208,1.94,0.6809615384615384,4.0352,4.065676309616888
2025-05-28 16:45:00,M004,Hazardous Material,Lead-Based Alloy,138.86,0.0,165.31,695,3.16,0.23785611510791368,21.962000000000003,5.005041048538096
2025-05-28 16:50:00,M003,Recycled Material,Scrap Steel,134.96,25.3,149.08,325,2.8,0.45870769230769237,9.1,2.408120924718435
2025-05-28 16:55:00,M002,Hazardous Material,Solvent,181.29,0.0,95.43,523,1.66,0.18246653919694075,8.681799999999999,2.8848805780793207
2025-05-28 17:00:00,M002,Hazardous Material,Lead-Based Alloy,119.8,0.0,123.44,531,3.72,0.23246704331450094,19.753200000000003,4.432387312186979
2025-05-28 17:05:00,M002,Hazardous Material,Lead-Based Alloy,194.78,0.0,131.72,550,3.42,0.2394909090909091,18.81,2.8236985316767633
2025-05-28 17:10:00,M006,Finished Material,Circuit Board,68.92,0.0,95.74,711,3.91,0.13465541490857946,27.8001,10.316308763784097
2025-05-28 17:15:00,M006,Intermediate Material,Textiles,127.75,0.0,106.98,622,0.54,0.1719935691318328,3.3588,4.868884540117417
2025-05-28 17:20:00,M007,Recycled Material,Reprocessed Plastics,169.04,4.02,193.77,305,0.39,0.6353114754098361,1.1895,1.8043066729768102
2025-05-28 17:25:00,M002,Hazardous Material,Solvent,185.13,0.0,148.32,218,1.2,0.6803669724770642,2.6159999999999997,1.1775509101712311
2025-05-28 17:30:00,M003,Finished Material,Packaging,123.34,0.0,194.02,919,0.91,0.21112078346028293,8.362900000000002,7.450948597373115
2025-05-28 17:35:00,M006,Process Additive,Catalyst,87.06,0.0,139.02,775,1.85,0.17938064516129035,14.3375,8.901906730990122
2025-05-28 17:40:00,M002,Hazardous Material,Lead-Based Alloy,98.07,0.0,170.41,534,3.13,0.3191198501872659,16.714199999999998,5.445090241664118
2025-05-28 17:45:00,M006,Raw Material,Cotton,82.17,0.0,93.17,273,2.34,0.3412820512820513,6.388199999999999,3.3223804308141656
2025-05-28 17:50:00,M006,Process Additive,Catalyst,153.98,0.0,129.61,647,0.47,0.20032457496136014,3.0408999999999997,4.201844395376023
2025-05-28 17:55:00,M004,Process Additive,Industrial Oil,85.14,0.0,120.05,292,1.01,0.41113013698630135,2.9492000000000003,3.429645290110406
2025-05-28 18:00:00,M007,Raw Material,Cotton,96.67,0.0,151.13,965,3.17,0.15661139896373055,30.5905,9.982414399503465
2025-05-28 18:05:00,M009,Recycled Material,Reprocessed Plastics,116.88,32.29,115.49,816,1.58,0.14153186274509802,12.8928,6.981519507186858
2025-05-28 18:10:00,M005,Hazardous Material,Lead-Based Alloy,67.24,0.0,181.68,975,4.97,0.18633846153846154,48.4575,14.50029744199881
2025-05-28 18:15:00,M004,Hazardous Material,Lead-Based Alloy,65.86,0.0,95.25,437,4.53,0.21796338672768878,19.796100000000003,6.635286972365624
2025-05-28 18:20:00,M009,Hazardous Material,Solvent,193.76,0.0,113.54,140,4.5,0.811,6.3,0.7225433526011561
2025-05-28 18:25:00,M006,Raw Material,Aluminum,165.43,0.0,120.85,312,1.55,0.38733974358974355,4.836,1.8859940760442482
2025-05-28 18:30:00,M007,Process Additive,Industrial Oil,131.82,0.0,159.53,430,3.47,0.371,14.921000000000001,3.262023972083144
2025-05-28 18:35:00,M010,Hazardous Material,Solvent,153.46,0.0,106.3,602,3.95,0.176578073089701,23.779,3.922846344324254
2025-05-28 18:40:00,M005,Recycled Material,Reprocessed Plastics,61.73,15.4,99.84,862,1.19,0.11582366589327146,10.2578,13.96403693503969
2025-05-28 18:45:00,M009,Finished Material,Packaging,87.34,0.0,183.67,189,0.13,0.9717989417989418,0.2457,2.163956949851156
2025-05-28 18:50:00,M006,Recycled Material,Scrap Steel,141.63,36.25,196.92,556,2.11,0.35417266187050356,11.731599999999998,3.925721951563934
2025-05-28 18:55:00,M007,Process Additive,Coolant,164.67,0.0,193.91,891,0.21,0.21763187429854097,1.8710999999999998,5.410821643286574
2025-05-28 19:00:00,M007,Recycled Material,Scrap Steel,180.05,44.6,107.97,484,2.2,0.2230785123966942,10.648000000000001,2.68814218272702
2025-05-28 19:05:00,M008,Recycled Material,Reprocessed Plastics,96.71,4.75,183.48,800,2.79,0.22935,22.32,8.272153862061835
2025-05-28 19:10:00,M004,Hazardous Material,Solvent,185.3,0.0,169.92,880,0.56,0.19309090909090906,4.928000000000001,4.749055585536967
2025-05-28 19:15:00,M003,Finished Material,Circuit Board,185.32,0.0,106.14,381,0.18,0.27858267716535434,0.6858,2.0559033023958557
2025-05-28 19:20:00,M004,Process Additive,Catalyst,163.29,0.0,101.98,853,3.42,0.11955451348182884,29.1726,5.223834894972136
2025-05-28 19:25:00,M008,Intermediate Material,Textiles,159.48,0.0,96.23,154,1.06,0.6248701298701299,1.6324,0.9656383245548031
2025-05-28 19:30:00,M001,Recycled Material,Reprocessed Plastics,109.19,45.06,164.28,198,4.21,0.8296969696969697,8.3358,1.813352871142046
2025-05-28 19:35:00,M009,Process Additive,Coolant,126.32,0.0,140.99,833,4.53,0.16925570228091238,37.7349,6.59436352121596
2025-05-28 19:40:00,M010,Recycled Material,Reprocessed Plastics,102.45,25.03,164.54,603,3.1,0.2728689883913764,18.692999999999998,5.88579795021962
2025-05-28 19:45:00,M006,Recycled Material,Reprocessed Plastics,62.8,14.61,151.86,569,4.59,0.26688927943760987,26.1171,9.060509554140127
2025-05-28 19:50:00,M010,Process Additive,Coolant,60.06,0.0,184.1,155,4.66,1.187741935483871,7.223000000000001,2.5807525807525806
2025-05-28 19:55:00,M010,Finished Material,Circuit Board,169.99,0.0,156.63,684,4.02,0.22899122807017544,27.496799999999997,4.023766103888464
2025-05-28 20:00:00,M002,Raw Material,Aluminum,192.24,0.0,171.43,786,2.58,0.21810432569974555,20.2788,4.0886392009987516
2025-05-28 20:05:00,M007,Recycled Material,Reprocessed Plastics,131.3,33.01,152.77,637,1.51,0.23982731554160128,9.6187,4.851485148514851
2025-05-28 20:10:00,M001,Raw Material,Aluminum,78.09,0.0,126.23,929,1.65,0.1358772874058127,15.328499999999998,11.896529645281085
2025-05-28 20:15:00,M004,Raw Material,Polypropylene,187.38,0.0,111.38,198,1.36,0.5625252525252525,2.6928,1.0566762728146013
2025-05-28 20:20:00,M003,Raw Material,Cotton,199.65,0.0,124.87,197,4.99,0.6338578680203046,9.830300000000001,0.9867267718507388
2025-05-28 20:25:00,M004,Intermediate Material,Plastic Resin,76.67,0.0,147.54,714,1.87,0.20663865546218485,13.3518,9.312638580931264
2025-05-28 20:30:00,M007,Raw Material,Aluminum,156.8,0.0,155.65,683,2.09,0.22789165446559298,14.274699999999998,4.355867346938775
2025-05-28 20:35:00,M002,Raw Material,Polypropylene,167.98,0.0,193.03,796,2.84,0.2425,22.606399999999997,4.738659364210025
2025-05-28 20:40:00,M010,Recycled Material,Scrap Steel,95.15,15.87,142.58,534,2.71,0.2670037453183521,14.4714,5.612191276931161
2025-05-28 20:45:00,M007,Raw Material,Aluminum,154.21,0.0,148.14,521,2.45,0.2843378119001919,12.7645,3.3785098242656115
2025-05-28 20:50:00,M003,Raw Material,Aluminum,100.29,0.0,155.72,513,3.75,0.3035477582846004,19.2375,5.1151660185462156
2025-05-28 20:55:00,M005,Finished Material,Circuit Board,198.07,0.0,94.46,858,0.99,0.11009324009324009,8.4942,4.331801888221336
2025-05-28 21:00:00,M009,Finished Material,Circuit Board,152.59,0.0,116.5,942,4.17,0.12367303609341826,39.2814,6.173405858837407
2025-05-28 21:05:00,M010,Hazardous Material,Solvent,86.75,0.0,191.57,282,4.35,0.6793262411347517,12.266999999999998,3.250720461095101
2025-05-28 21:10:00,M001,Raw Material,Polypropylene,136.55,0.0,85.11,148,4.86,0.5750675675675676,7.192800000000001,1.083852068839253
2025-05-28 21:15:00,M001,Intermediate Material,Plastic Resin,65.6,0.0,161.29,132,1.07,1.2218939393939394,1.4124,2.0121951219512195
2025-05-28 21:20:00,M005,Intermediate Material,Sheet Metal,169.73,0.0,166.74,322,0.39,0.5178260869565218,1.2558,1.8971307370529666
2025-05-28 21:25:00,M005,Finished Material,Circuit Board,96.7,0.0,115.08,741,2.2,0.15530364372469635,16.302,7.662874870734229
2025-05-28 21:30:00,M009,Hazardous Material,Solvent,180.67,0.0,127.22,965,0.37,0.13183419689119172,3.5705,5.341229866607628
2025-05-28 21:35:00,M008,Recycled Material,Reprocessed Plastics,159.14,48.09,157.01,281,0.49,0.5587544483985765,1.3769,1.76574085710695
2025-05-28 21:40:00,M002,Recycled Material,Scrap Steel,124.36,13.38,172.03,182,3.54,0.9452197802197803,6.4428,1.4634930845931167
2025-05-28 21:45:00,M002,Recycled Material,Reprocessed Plastics,197.68,36.6,138.84,681,2.11,0.20387665198237886,14.369099999999998,3.4449615540267096
2025-05-28 21:50:00,M002,Intermediate Material,Sheet Metal,91.08,0.0,87.24,987,3.63,0.08838905775075988,35.8281,10.836627140974967
2025-05-28 21:55:00,M005,Hazardous Material,Solvent,172.47,0.0,154.68,529,3.5,0.2924007561436673,18.515,3.067200092769757
2025-05-28 22:00:00,M006,Raw Material,Cotton,108.83,0.0,137.77,382,1.75,0.3606544502617801,6.685,3.510061563907011
2025-05-28 22:05:00,M001,Recycled Material,Reprocessed Plastics,188.9,26.56,162.71,897,2.54,0.18139353400222966,22.7838,4.74854420328216
2025-05-28 22:10:00,M003,Intermediate Material,Plastic Resin,126.73,0.0,163.56,559,2.31,0.29259391771019677,12.9129,4.410952418527578
2025-05-28 22:15:00,M008,Raw Material,Aluminum,59.88,0.0,150.89,299,4.27,0.5046488294314381,12.767299999999999,4.993319973279893
2025-05-28 22:20:00,M010,Raw Material,Cotton,106.95,0.0,169.15,101,3.33,1.674752475247525,3.3632999999999997,0.9443665264142123
2025-05-28 22:25:00,M008,Finished Material,Circuit Board,50.22,0.0,100.55,549,2.89,0.18315118397085609,15.866100000000001,10.931899641577061
2025-05-28 22:30:00,M007,Intermediate Material,Textiles,91.5,0.0,120.42,553,2.53,0.21775768535262208,13.9909,6.043715846994536
2025-05-28 22:35:00,M005,Intermediate Material,Sheet Metal,154.91,0.0,81.28,720,2.73,0.11288888888888889,19.656,4.647860047769673
2025-05-28 22:40:00,M009,Finished Material,Circuit Board,113.01,0.0,173.97,393,2.12,0.44267175572519085,8.331600000000002,3.4775683567825855
2025-05-28 22:45:00,M006,Hazardous Material,Solvent,160.67,0.0,90.52,881,4.28,0.10274687854710556,37.7068,5.483288728449618
2025-05-28 22:50:00,M007,Hazardous Material,Solvent,140.16,0.0,141.34,813,1.36,0.173849938499385,11.0568,5.800513698630137
2025-05-28 22:55:00,M004,Finished Material,Circuit Board,51.16,0.0,166.6,244,0.83,0.6827868852459016,2.0252,4.769351055512119
2025-05-28 23:00:00,M009,Recycled Material,Reprocessed Plastics,53.85,34.25,136.45,481,4.85,0.2836798336798337,23.3285,8.9322191272052
2025-05-28 23:05:00,M008,Hazardous Material,Solvent,167.92,0.0,114.43,595,3.53,0.19231932773109245,21.0035,3.5433539780848027
2025-05-28 23:10:00,M007,Process Additive,Industrial Oil,50.64,0.0,97.2,865,4.77,0.11236994219653179,41.26049999999999,17.081358609794627
2025-05-28 23:15:00,M005,Intermediate Material,Sheet Metal,186.65,0.0,93.39,232,0.75,0.4025431034482759,1.74,1.2429681221537636
2025-05-28 23:20:00,M006,Recycled Material,Reprocessed Plastics,52.86,3.8,99.64,502,1.53,0.19848605577689243,7.680600000000001,9.496783957623911
2025-05-28 23:25:00,M004,Finished Material,Machine Component,159.64,0.0,80.36,387,4.19,0.2076485788113695,16.215300000000003,2.424204460035079
2025-05-28 23:30:00,M006,Process Additive,Catalyst,147.03,0.0,133.22,200,1.43,0.6661,2.86,1.360266612256002
